sale_dollars
7.4
8.45
14.25
560.64
560.64
863.28
755.76
162
755.76
755.76
755.76
701.76
441.12
773.76
773.76
486
243.12
188.4
206.64
243.12
188.4
188.4
188.4
243.12
188.4
188.4
243.12
188.4
188.4
243.12
188.4
561.36
561.36
561.36
629.76
629.76
629.76
629.76
661.8
629.76
629.76
629.76
629.76
629.76
597.36
561.36
561.36
597.36
561.36
597.36
561.36
597.36
561.36
561.36
561.36
561.36
561.36
561.36
561.36
561.36
561.36
561.36
561.36
561.36
561.36
629.76
561.36
629.76
612
576
611.52
629.76
561.36
629.76
561.36
597.36
561.36
561.36
597.36
561.36
629.76
561.36
629.76
629.76
561.36
561.36
597.36
561.36
561.36
629.76
561.36
629.76
900
252
252
252
252
252
252
306
306
221.28
221.28
221.28
221.28
221.28
221.28
221.28
221.28
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
198
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
198
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
198
188.4
188.4
188.4
324.72
180
362.64
362.64
362.64
629.76
593.76
593.76
593.76
629.76
629.76
611.76
629.76
511.2
511.2
576
540
357.12
360
360
357.12
360
1008
424.8
882
810
594
651.6
651.6
651.6
768
539.04
540
539.04
540
306
546.24
762.24
810
486
450
450
450
450
542.64
396
378
378
378
396
378
396
378
378
378
630
446.4
393.12
360
580.32
720
809.76
809.76
809.76
809.76
809.76
828
150.72
144
126
126
126
126
126
150.72
150.72
150.72
150.72
148.8
126
126
126
270
576.18
360
540
560.64
560.64
560.64
572.88
560.64
560.64
560.64
560.64
572.88
572.88
560.64
560.64
594
594
486
378
378
360
360
396
396
377.76
378
396
495.12
495.12
327.36
327.36
378
378
360
378
396
378
413.76
486
486
378
378
396
585.18
585.18
585.18
585.18
486
486
486
162
288
122.4
178.2
244.32
244.32
244.32
630
359.52
359.76
359.76
359.76
359.76
359.76
359.76
359.76
359.76
359.76
359.76
359.76
359.76
413.76
359.76
413.76
359.76
359.76
413.76
513
513
513
614.34
614.34
513
513
665.76
408
408
408
252
358.56
358.56
358.56
123.36
123.36
121.44
121.44
121.44
252
139.2
139.2
139.2
139.2
121.44
121.44
121.44
121.44
125.76
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
126.72
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
125.28
133.92
133.92
133.92
133.92
133.92
133.92
144
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
126
120.72
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
126
120.72
126
120.72
120.24
120.72
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.72
120.24
120.24
126
315.12
324
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
324.48
108
115.2
121.68
108
131.76
122.88
115.2
285.6
119.28
119.28
125.76
119.28
125.76
119.28
119.28
119.28
119.28
131.04
119.28
119.28
131.04
119.28
131.04
125.76
119.28
119.28
119.28
119.28
125.76
125.76
125.76
129.6
129.6
132.48
129.6
129.6
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
252
270
270
270
270
270
270
123.36
136.8
129.12
136.8
155.04
136.8
133.92
155.04
155.04
125.76
125.76
128.64
128.64
128.64
128.64
128.64
128.64
359.76
162
226.8
226.8
420.24
193.68
125.28
131.04
131.04
270
359.52
359.52
359.52
342.24
359.52
342.24
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
339.84
216
216
390.24
390.24
390.24
347.04
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
347.04
360
347.04
347.04
347.04
360
347.04
360
347.04
360
360
360
347.04
347.04
360
360
360
347.04
347.04
360
360
360
347.04
347.04
360
347.04
360
360
360
306
324
306
270
270
270
270
324.48
270
270
270
270
248.64
270
324
306
324
306
306
306
270
270
252
270
270
306
306
306
306
161.28
252
288
324.48
162
162
162
252
302.4
324
324
324
324
377.76
377.76
305.76
395.52
287.76
269.76
323.76
269.76
269.76
269.76
269.76
269.76
197.28
215.52
216
208.08
208.08
216
208.08
216
216
297.12
315.36
297.36
315.36
326.16
326.16
326.16
326.16
326.16
360
360
360
360
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
342
270
396
269.76
208.08
208.08
270
252
252
252
252
246
252
252
252
252
252
252
246
252
252
252
252
144
144
144
144
144
360
376.32
376.32
1176.48
773.28
773.28
719.76
827.76
719.76
719.76
827.76
719.76
719.76
719.76
719.76
719.76
719.76
719.76
719.76
719.76
1169.28
881.28
899.28
899.28
252
252
251.52
252
252
234
231.84
231.84
231.84
231.84
231.84
231.84
231.84
231.84
231.84
231.84
231.84
230.88
230.88
230.88
230.88
230.88
197.28
231.84
231.84
162
131.04
131.04
432
432
226.56
359.76
522.48
702
666.24
593.76
593.76
594
612
558
666.24
593.76
593.76
593.76
593.76
719.76
719.76
719.76
719.76
719.76
719.76
270
270
270
270
270
270
270
270
270
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
323.28
323.28
323.28
323.28
323.28
323.28
324
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
576
468
839.28
689.94
552.96
507.84
552.96
507.6
522
447.12
306
306
486
486
486
396.72
352.8
396.72
340.56
396.72
413.76
413.76
315.12
467.76
467.76
467.76
467.76
205.92
399.36
593.76
593.76
468
593.76
593.76
486
486
593.76
593.76
593.76
468
468
593.76
486
311.76
311.76
311.76
311.76
311.76
468
326.16
324
324
326.16
326.16
459
459
441.18
450
504
326.16
234
243.12
216
306
612
648
560.64
560.64
450
408
450
450
360
359.76
270
468.48
468.48
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
378
288
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
189.12
180
180
366.24
161.28
342
270
144
144
234
234
270
270
180
486
188.4
188.4
188.4
123.12
560.64
560.64
489.24
572.88
560.64
193.44
193.44
396
396
372
372
372
666
666
666
756
450.24
398.64
398.64
1043.52
556.56
576
450
450
360
396
450
270.48
270.48
270.48
222.96
467.76
566.64
990
990
1008
990
990
990
990
990
990
537.84
522
486
522
342
342
223.2
522
1151.76
2436.24
396
398.64
398.64
398.64
398.64
398.64
630
495.12
216
216
539.76
504
1044
468
359.76
561.36
448.32
504
326.16
361.2
226.8
468
1120.8
1476
719.76
182.88
161.28
390.24
162
361.2
261.6
472.32
185.52
288
1350.48
60
24.1
23.05
23.05
32.1
60
60
60
60
60
60
57.4
58.15
55.2
60
60
58.15
23.05
23.05
23.05
23
23.05
23
23
23.05
23.05
23.05
23.05
23.05
23.05
23.05
15.4
15.4
14
15.4
50.55
41.25
39.4
35.65
35.7
39.4
39.4
39.4
66.7
44.95
46.9
44.95
15.7
14.25
14.8
15.7
14.95
15
14.8
15
23.65
23.2
23.25
26.25
26.25
26.25
26.25
26.25
26.25
26.25
26.25
26.25
52.5
47.2
56.25
52.5
49.05
56.25
52.5
49
50.8
52.5
49.05
49.05
52.5
47.2
49.05
56.25
56.25
45.45
50.8
45.45
56.25
47.2
52.5
39.4
14.95
14.9
14.95
14.95
26.2
14.95
26.2
25.45
25.45
25.45
25.45
48.7
48.7
48.7
44
69.4
69.4
67.5
67.5
67.5
67.5
67.5
67.5
12.85
12.85
12.85
12.85
12.85
14.5
14.45
13.75
14.5
14.5
14.5
14.45
14.45
14.45
13
13
13.05
13.95
13.95
15.45
15.55
13.95
15.45
13.95
13.45
13.45
13.5
13.45
26.25
26.25
26.25
26.25
26.25
26.25
26.25
12.85
12.8
22.5
22.5
21.15
13.05
13.05
13.05
13.05
35.65
35.65
35.65
35.65
35.65
35.65
35.65
35.65
35.65
33.75
35.65
35.65
33.75
35.65
35.65
35.65
40.65
26.25
26.25
26.25
26.25
26.25
26.25
26.25
26.25
28.05
25.9
33.7
20.55
20.55
20.55
32.3
32.3
33.75
32.25
33.75
33.75
32.25
33.75
33.75
37.5
37.5
37.5
37.5
33.7
37.5
33.7
37.5
37.5
33.7
33.7
37.5
37.5
22.2
21.25
36
36
34
36
34
34
62.95
60.7
62.95
62.95
73.15
97.45
83.4
75.6
24.15
24.25
24.25
24.25
24.15
24.25
26.25
28.15
26.25
26.25
28.15
28.15
28.15
26.25
26.2
24.15
24.15
24.15
22.45
22.85
24.15
22.85
24.15
22.85
24.15
26.65
26.65
26.55
26.65
24.15
24.15
24.15
69.4
69.4
69.4
67.5
63.7
40
40
40
40
40
40
40
40
48.9
48.9
48.9
46.7
48.9
48.9
48.9
48.9
39.4
48.25
40
52.5
54.45
52.5
37.5
45
16.95
17.05
17.1
22.95
22.95
56.25
49
52.5
52.5
35.85
34
35.85
34
35.85
35.85
35.85
35.85
34
35.85
35.85
34
35.85
41.25
108.7
105
108.75
41.2
41.2
41.25
41.2
41.25
41.25
41.25
41.2
41.2
41.25
41.25
81
121.5
2380.14
30825.12
18484.2
16164
1260
907.2
1980
8892
8502
1575
5364
5364
4497
4497
4497
5082
5289
5286
1845
5103
6993
1728
1728
15750
6600
7152
7152
271.32
216.96
486
486
486
486
130.92
188.88
225
188.88
378.36
237.12
141.84
217.32
261.6
243.72
270
269.88
265.56
323.88
323.88
404.88
80.28
80.28
108
108
108
140.4
216.96
216.96
216.96
216.96
216.96
216.96
216.96
216.96
216.96
147.6
177
370.68
424.44
216.96
216.96
216.96
216.96
216.96
216.96
216.96
216.96
308.76
225
565.56
622.68
604.68
681.36
703.32
378
378
378
378
378
404.88
368.88
395.88
395.88
404.88
387
387
387
378
404.88
404.88
404.88
368.88
332.88
323.88
332.88
180.36
180.36
247.08
247.08
247.2
243
243
247.08
243
243
247.08
235.2
243
247.2
243
235.08
247.2
247.08
247.08
247.2
247.08
247.2
243
235.08
243
235.08
243
247.08
247.08
360
216.6
216.6
216.6
216.6
234
413.64
413.64
413.64
413.64
413.64
413.64
413.64
413.64
709.56
709.56
576
576
422.64
386.88
404.88
422.64
386.88
422.64
422.64
413.64
413.64
413.64
422.64
422.64
422.64
189
189
189
189
189
422.88
220.56
220.32
220.56
220.56
220.56
377.88
377.88
377.88
369
369
359.88
377.88
377.88
373.56
373.56
288
251.88
256.56
260.88
251.88
256.56
256.56
243
251.88
251.88
243
251.88
251.88
256.56
243
251.88
243
260.88
248.04
248.04
472.32
425.16
629.88
586.44
566.88
566.88
568.44
541.32
494.76
541.32
566.88
283.32
234.12
234.12
330.72
315
109.44
115.68
108
115.68
115.44
92.4
91.8
91.8
91.8
92.4
85.8
92.28
86.28
92.4
92.4
86.4
91.8
85.8
92.4
92.28
92.28
92.28
92.4
92.4
86.4
92.28
86.4
92.4
85.8
92.28
86.4
92.4
98.28
92.4
86.4
86.4
86.28
92.4
92.28
92.4
119.64
125.88
99
98.88
98.88
92.28
92.28
92.4
92.28
98.88
92.28
92.28
99
92.28
92.4
99
98.88
98.88
99
92.4
92.28
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
115.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
110.64
110.64
110.64
110.64
110.64
141.84
141.84
141.72
141.84
141.84
141.72
141.72
141.72
141.72
141.72
132.12
141.72
141.84
141.84
141.72
141.84
141.84
141.84
141.72
141.72
141.84
141.72
141.84
141.84
141.84
141.72
141.84
141.84
141.84
141.72
144
141.72
141.84
141.72
141.72
141.72
141.84
141.84
141.84
141.84
141.72
141.72
141.84
179.52
160.56
280.68
280.68
280.68
271.32
280.68
280.68
271.32
271.32
280.68
280.68
271.32
280.68
280.68
280.68
271.32
280.68
271.32
271.32
280.68
280.68
280.68
280.68
271.32
271.32
271.32
271.32
280.68
271.32
269.88
280.68
288
288
279.12
288
288
279.12
288
288
288
279.12
279.12
279.12
279.12
279.12
279.12
288
279.12
279.12
288
271.32
270
271.32
280.68
271.32
271.32
270
271.32
271.32
280.68
271.32
270
271.32
270
270
280.68
271.32
271.32
270
280.68
271.32
271.32
270
280.68
271.32
271.32
271.32
280.68
271.32
270
280.68
271.32
270
280.68
280.68
270
270
271.32
271.32
270
270
270
270
270
270
270
280.68
271.32
280.68
271.32
271.32
271.32
280.68
270
280.68
271.32
270
280.68
280.68
270
270
270
280.68
270
270
280.68
280.68
271.32
271.32
270
271.32
280.68
270
